index,title,type,description,genre,cast,creators
2068,Secrets in the Hot Spring,movie,"When three teen outcasts arrive at a hot springs hotel to help run things, creepy incidents prompt comical efforts to find what lurks in their midst.","[""Taiwanese Movies"",""Teen Movies"",""Chinese Movies"",""Chinese Comedies"",""Goofy Comedies"",""Comedies"",""Horror Movies"",""Teen Screams"",""Horror Comedies"",""International Comedies"",""Campy Movies""]","[""Chang Ting-hu"",""Hong Yan-xiang"",""Kar-Ying Law"",""Kuo Shu-yao"",""Law Kar-Ying"",""Lin He Xuan"",""Lin He-xuan"",""Mimi Chu"",""Shu-yao Kuo"",""Sing Hom"",""Ting-hu Zhang""]","[""Kuan-Hui Lin"",""Lin Kuan-Hui""]"
2069,When Angels Sleep,movie,"After a businessman falls asleep at the wheel and hits a woman with his car, his interactions with her scared friend unleash a string of dark events.","[""Dramas"",""European Movies"",""Crime Dramas"",""Crime Movies"",""Crime Thrillers"",""Spanish Movies"",""Thrillers"",""International Thrillers"",""International Dramas"",""Film Noir""]","[""Asia Ortega"",""Asia Ortega Leiva"",""Christian Mulas"",""Daniel Jumillas"",""Ester Exposito"",""Font Garcia"",""Gonzalo Bendala"",""Julian Villagran"",""Marian Alvarez"",""Sira Alonso de Alarcon""]","[""Gonzalo Bendala""]"
2070,A Twelve Year Night,movie,Future Uruguayan president José Mujica and his fellow Tupamaro political prisoners fight to survive 12 years of solitary confinement and torture.,"[""Biographical Dramas"",""Dramas"",""Military Dramas"",""Political Dramas"",""Latin American Movies"",""Dramas based on Real Life"",""Dramas based on Books"",""Films Based on Real Life"",""Films Based on Books"",""20th-Century Period Pieces"",""International Dramas""]","[""Alfonso Tort"",""Álvaro Brechner"",""Antonio de la Torre"",""Cesar Bordon"",""Cesar Troncoso"",""Chino Darin"",""Eduardo Recabarren"",""Mirella Pascual"",""Nidia Telles"",""Silvia Perez Cruz"",""Soledad Villamil""]","[""Alvaro Brechner""]"
2071,Black Mirror: Bandersnatch,movie,"In 1984, a young programmer begins to question reality as he adapts a dark fantasy novel into a video game. A mind-bending tale with multiple endings.","[""Sci-Fi & Fantasy"",""TV Sci-Fi & Fantasy"",""TV Shows"",""British TV Shows"",""Dramas"",""European Movies"",""European TV Shows"",""TV Dramas"",""British Movies"",""Sci-Fi Dramas"",""Sci-Fi TV""]","[""Alice Lowe"",""Asim Chaudhry"",""Craig Parkinson"",""Fionn Whitehead"",""Will Poulter""]","[""David Slade""]"
2072,The Birth Reborn 3,movie,"This intimate look at a São Paulo birth center features interviews with mothers, activists, doctors and midwives. Third in a series of films.","[""Latin American Movies"",""International Movies"",""Brazilian Movies"",""Documentaries"",""Social & Cultural Docs"",""Documentaries"",""Brazilian Documentaries""]","[""Eduardo Chauvet""]","[""Eduardo Chauvet""]"
2073,Game Night,movie,Max and Annie&#39;s weekly game night with friends takes a twisted turn when his hotshot brother hosts a murder-mystery party that becomes all too real.,"[""Crime Comedies"",""Crime Movies"",""Hollywood Movies"",""Comedies"",""Dark Comedies"",""US Movies""]","[""Billy Magnussen"",""Chelsea Peretti"",""Danny Huston"",""Jason Bateman"",""Jeffrey Wright"",""Jesse Plemons"",""Kyle Chandler"",""Kylie Bunbury"",""Lamorne Morris"",""Michael C. Hall"",""Rachel McAdams"",""Sharon Horgan""]","[""Mark Perez""]"
2074,Bird Box,movie,"Five years after an ominous unseen presence drives most of society to suicide, a survivor and her two children make a desperate bid to reach safety.","[""Dramas based on Books"",""Hollywood Movies"",""Sci-Fi & Fantasy"",""Sci-Fi Thrillers"",""Sci-Fi Dramas"",""Dramas"",""Thrillers"",""Psychological Thrillers"",""Films Based on Books""]","[""BD Wong"",""Danielle Macdonald"",""Jacki Weaver"",""John Malkovich"",""Lil Rel Howery"",""Rosa Salazar"",""Sandra Bullock"",""Sarah Paulson"",""Susanne Bier"",""Tom Hollander"",""Trevante Rhodes""]","[""Susanne Bier""]"
2075,Bad Seeds,movie,"Troubled by his past, a scam artist who runs a petty racket with his adoptive mom finds redemption while mentoring a group of difficult students.","[""Dramas"",""French Movies"",""Comedies"",""European Movies"",""International Dramas"",""International Comedies""]","[""Adil Dehbi"",""Andre Dussollier"",""Catherine Deneuve"",""Hakou Benosmane"",""Joseph Jovanovic"",""Kheiron"",""Louison Blivet"",""Mahia Zrouki"",""Youssouff Wague""]","[""Kheiron""]"
2076,Struggle: The Life and Lost Art of Szukalski,movie,"Artists in LA discover the work of forgotten Polish sculptor Stanislav Szukalski, a mad genius whose true story unfolds chapter by astounding chapter.","[""Social & Cultural Docs"",""Biographical Documentaries"",""Documentaries"",""Historical Documentaries""]","[""Charles Schneider"",""George DiCaprio"",""Glenn Bray"",""Stanislav Szukalski""]","[""Irek Dobrowolski"",""Ireneusz Dobrowolski""]"
2077,Aggretsuko: We Wish You a Metal Christmas,movie,"While Retsuko desperately makes plans for Christmas Eve, her new obsession with seeking validation through social media spirals out of control.","[""Japanese TV Shows"",""Comedy Anime"",""TV Shows"",""Adult Animation"",""Anime"",""Anime Series""]","[""Kaolip"",""Komegumi Koiwasaki"",""Maki Tsuruta"",""Rarecho"",""Rina Inoue"",""Shingo Kato"",""Sohta Arai"",""Yuki Takahashi""]","[""Rarecho""]"
2078,The Mummy,movie,"An ancient princess angers her father and gets mummified. When modern military men find her, they unleash lust, power and the anger of the gods.","[""Action & Adventure"",""Sci-Fi & Fantasy"",""Hollywood Movies"",""Adventures"",""Action Sci-Fi & Fantasy"",""Blockbuster Sci-Fi & Fantasy"",""Fantasy Movies"",""Blockbuster Action & Adventure"",""Action""]","[""Annabelle Wallis"",""Courtney B. Vance"",""Jake Johnson"",""James Arama"",""Marwan Kenzari"",""Russell Crowe"",""Simon Atherton"",""Sofia Boutella"",""Stephen Thompson"",""Tom Cruise""]","[""Alex Kurtzman""]"
2079,Lang Tong,movie,"After seducing a philandering con man, a rebellious young woman enlists his help in carrying out a heinous crime against her sister.","[""International Movies"",""Thrillers"",""International Thrillers"",""Singaporean Movies""]","[""Alan Tan"",""Angeline Yap"",""Esther Goh"",""Sam Loh"",""Vivienne Tseng"",""William Lawandi""]","[""Sam Loh""]"
2080,Ascharyachakit!,movie,"Entangling the lives of a movie star, a chauffeur, a prostitute and a pimp, this bold drama reveals ugly truths beneath Mumbai’s glitzy veneer.","[""Bollywood Movies"",""Hindi-Language Movies"",""Dramas based on Books"",""Romantic Movies based on Books"",""International Movies"",""Dramas"",""Romantic Dramas"",""Indian Movies"",""Romantic Independent Movies"",""Romantic Movies"",""Independent Movies"",""Independent Dramas"",""Films Based on Books"",""International Dramas""]","[""Anangsha Biswas"",""Ankit Raaj"",""Kailash Waghmare"",""Kashmira Irani"",""Priyanka Bose"",""Santosh Juvekar"",""Vaibhav Raj Gupta"",""Vipin Sharma""]","[""Samit Kakkad""]"
2081,Prince of Peoria: A Christmas Moose Miracle,movie,"Teddy&#39;s never missed the Festival of Lights, but the bowling alley’s been snowed in! Not to worry -- Emil insists the Christmas moose will save the day.","[""Family Comedies"",""Comedies"",""Children & Family Movies""]","[""Cynthia Kaye McWilliams"",""Gavin Lewis"",""Shelby Simmons"",""Theodore Barnes""]","[""Jon Rosenbaum""]"
2082,Lilli,movie,"A woman who&#39;s about to give birth finds her maternal instincts kicking in when she&#39;s abducted, imprisoned and brutalized by a vicious gang.","[""International Movies"",""Thrillers"",""Indian Movies"",""Malayalam-Language Movies"",""Dramas"",""International Thrillers"",""International Dramas""]","[""Aaryan Menon"",""Athulya"",""Dhanesh Anand"",""Kannan Nayar"",""Kevin Jose"",""Sajin Cherukayil"",""Samyuktha Menon""]","[""Prasobh Vijayan""]"
2083,Andhadhun,movie,A visually impaired pianist’s world careens into a series of shocking twists after he unintentionally lands at the murder scene of a former film star.,"[""Crime Movies"",""Comedies"",""Thrillers"",""Crime Comedies"",""Crime Thrillers"",""Indian Movies"",""Dramas"",""Hindi-Language Movies"",""Crime Dramas"",""Critically-acclaimed Movies"",""International Movies"",""Bollywood Movies"",""Dark Comedies"",""International Comedies"",""International Thrillers"",""International Dramas""]","[""Anil Dhawan"",""Ashwini Kalsekar"",""Ayushmann Khurrana"",""Chhaya Kadam"",""Kabir Sajid"",""Manav Vij"",""Pawan Singh"",""Radhika Apte"",""Sriram Raghavan"",""Tabu"",""Zakir Hussain""]","[""Sriram Raghavan""]"
2084,Sad Hill Unearthed,movie,"An eclectic group of fans of 1966&#39;s &#39;The Good, the Bad and the Ugly&#39; attempt to restore the cemetery set in Spain where the movie&#39;s climax was filmed.","[""Spanish Movies"",""Documentaries"",""International Movies"",""Documentary Films""]","[""Alex de la Iglesia"",""Clint Eastwood"",""Ennio Morricone"",""Sergio Leone""]","[""Guillermo de Oliveira""]"
2085,Vanjagar Ulagam,movie,Shyam wakes to discover he&#39;s suspected in a murder that one journalist believes may have ties to a mysterious gangster.,"[""Crime Thrillers"",""Indian Movies"",""Thrillers"",""Tamil-Language Movies"",""Mysteries"",""Crime Dramas"",""Dramas"",""International Movies"",""Crime Movies"",""International Thrillers"",""International Dramas""]","[""Anisha Ambrose"",""Azhagam Perumal"",""Azhagamperumal"",""Chandini Tamilarasan"",""Cibi Bhuvana Chandran"",""Guru Somasundaram"",""Hareesh Peradi"",""Jayaprakash Radhakrishnan"",""John Vijay"",""Vasu Vikram"",""Vishagan Vanangamudi""]","[""Manoj Beedha""]"
2086,F.R.E.D.I.,movie,"Venturing into the woods, high schooler James discovers an intelligent robot that he must save from the hands of a businessman with an evil scheme.","[""Sci-Fi Adventure"",""Children & Family Movies"",""Sci-Fi & Fantasy""]","[""Angus Macfadyen"",""Candace Cameron Bure"",""Casimere Jollette"",""Christina Cox"",""Harvey Guillen"",""Kelly Hu"",""Lucius Hoyos"",""Reid Miller"",""Sean Olson"",""Texas Battle"",""Tyler Christopher""]","[""Sean Olson""]"
2087,ROMA,movie,"Director Alfonso Cuarón delivers a vivid, emotional portrait of domestic life and social hierarchy set against Mexico&#39;s political turmoil of the 1970s.","[""Critically-acclaimed Movies"",""Award-winning Movies"",""Independent Dramas"",""Dramas"",""Independent Movies"",""Social Issue Dramas"",""Mexican Movies"",""International Dramas""]","[""Carlos Peralta"",""Diego Cortina Autrey"",""Marina de Tavira"",""Yalitza Aparicio""]","[""Alfonso Cuaron""]"
2088,The Midas Touch,movie,"A debt collector takes over the management of a group of starlets after their talent agent defaults on a loan, but soon finds he&#39;s in over his head.","[""Comedies"",""Hong Kong Movies"",""International Comedies"",""International Movies"",""Chinese Movies""]","[""Alice Li"",""Chapman To"",""Charlene Choi"",""Ching-Wan Hui"",""Gao Yunxiang"",""Jennifer Zhang"",""Jiayu Xie"",""Jiemeng Zhuang"",""Shatina Chen"",""Sixuan Chen"",""Venus Wong"",""Yunxiang Gao""]","[""Chi Keung Fung""]"
2089,RuPaul&#39;s Drag Race Holi-Slay Spectacular,movie,"Latrice Royale, Shangela, Kim Chi and other fan favorites vie for the title of Drag Race Xmas Queen in this holiday special. It&#39;s a Christmas miracle!","[""Reality, Variety & Talk Shows"",""US TV Shows"",""TV Shows"",""Reality TV"",""Competition Reality TV""]","[""Brian Firkus"",""David Huggard"",""Dequan Johnson"",""Kylie Sonique Love"",""Michelle Visage"",""Ross Mathews"",""RuPaul"",""RuPaul Charles"",""Todrick Hall""]","[""Nick Murray""]"
2090,Super Monsters and the Wish Star,movie,"Christmas wishes come true for Lobo, whose favorite cousin arrives for a surprise visit, and for Glorb, who wishes he could be everywhere at once!","[""Little Kids"",""Children & Family Movies"",""Family Sci-Fi & Fantasy"",""Animation"",""Kids Music""]","[""Alessandro Juliani"",""Andrea Libman"",""Britt McKillip"",""Diana Kaarina"",""Elyse Maloway"",""Erin Mathews"",""Gigi Saul Guerrero"",""Ian James Corlett"",""Kathleen Barr"",""Nicole Anthony"",""Vincent Tong""]","[""Jacob Joice""]"
2091,The American Meme,movie,"Social media stars Paris Hilton, Josh Ostrovsky, Brittany Furlan and Kirill Bichutsky hustle to build online empires -- and face the pitfalls of fame.","[""Documentaries"",""Social & Cultural Docs"",""Documentaries""]","[""Bert Marcus"",""Brittany Furlan"",""Dane Cook"",""DJ Khaled"",""Emily Ratajkowski"",""Hailey Baldwin"",""Josh Ostrovsky"",""Kirill Bichutsky"",""Paris Hilton""]","[""Bert Marcus""]"
2092,5 Star Christmas,movie,"When the Italian prime minister meets his lover and political rival while on an official trip to Budapest during Christmas week, things go topsy-turvy.","[""International Movies"",""Italian Movies"",""Comedies"",""Raunchy Comedies"",""Absurd Comedies"",""Dark Comedies"",""International Comedies"",""Political Comedies"",""Late Night Comedies""]","[""Andrea Osvart"",""Biagio Izzo"",""Bjorn Freiberg"",""Marco Risi"",""Martina Stella"",""Massimo Ghini"",""Paola Minaccioni"",""Ralph Palka"",""Riccardo Rossi"",""Ricky Memphis""]","[""Marco Risi""]"
2093,Mowgli: Legend of the Jungle,movie,An orphaned boy raised by animals in the jungle seizes his destiny while confronting a dangerous enemy -- and his own human origins.,"[""Family Sci-Fi & Fantasy"",""Blockbuster Sci-Fi & Fantasy"",""Fantasy Movies"",""European Movies"",""Children & Family Movies"",""Action & Adventure"",""Sci-Fi & Fantasy"",""Movies based on childrens books"",""Dramas based on Books"",""Dramas"",""Action Sci-Fi & Fantasy"",""British Movies"",""Blockbuster Action & Adventure"",""Adventures"",""Movies Based on Books"",""Family Adventures""]","[""Andy Serkis"",""Benedict Cumberbatch"",""Cate Blanchett"",""Christian Bale"",""Eddie Marsan"",""Freida Pinto"",""Jack Reynor"",""Louis Ashbourne Serkis"",""Matthew Rhys"",""Naomie Harris"",""Peter Mullan"",""Rohan Chand"",""Tom Hollander""]","[""Callie Kloves"",""Rudyard Kipling""]"
2094,Free Rein: The Twelve Neighs of Christmas,movie,"As Bright Fields preps for its Mistletoe Ball, a broken ornament leads Zoe to a family secret, while Gaby finds herself at the mercy of new boss Mia.","[""British TV Shows"",""Animal Tales"",""European TV Shows"",""TV Shows"",""Kids TV"",""TV Dramas"",""British Films"",""Dramas"",""Children & Family Films""]","[""Billy Angel"",""Bruce Herbelin-Earle"",""Celine Buckens"",""Charlotte Jordan"",""Freddy Carter"",""Geoff McGivern"",""Jaylen Barron"",""Kerry Ingram"",""Manpreet Bambra"",""Marek Losey"",""Martin Bobb-Semple""]","[""Marek Losey""]"
2095,Switch,movie,"Thieves, cops, organized criminals and rollerblading assassins fight tooth and nail around the world for a valuable ancient painting.","[""Chinese Movies"",""International Movies"",""Spy Action & Adventure"",""Mainland Chinese Movies"",""Action & Adventure"",""Action Thrillers"",""Blockbuster Action & Adventure"",""Chinese Action & Adventure""]","[""Andy Lau"",""Chiling Lin"",""Dawei Tong"",""Gaowa Siqin"",""Jingchu Zhang"",""Lin Chi-ling"",""Shi Tianqi"",""Siqin Gaowa"",""Tianqi Shi"",""Tong Dawei"",""Zhang Guangbei"",""Zhang Jing-chu"",""Zhang Jingchu""]","[""Jianjun Sun""]"
2096,Teefa in Trouble,movie,"A gangster hires goon Teefa to abduct his friend’s daughter for an arranged marriage, but things get tricky when Teefa develops feelings for the girl.","[""Urdu-Language Movies"",""Action Comedies"",""Romantic Movies"",""Comedies"",""Romantic Comedies"",""Action & Adventure"",""Pakistani Movies"",""International Action & Adventure"",""International Comedies""]","[""Ali Zafar"",""Asma Abbas"",""Faisal Qureshi"",""Javed Sheikh"",""Marhoom Ahmad Bilal"",""Maya Ali"",""Mehmood Aslam"",""Nayyar Ejaz"",""Salman Bokhari"",""Simi Raheal""]","[""Ahsan Rahim""]"
2097,Battle,movie,"After Amalie&#39;s dad goes bankrupt, the young dancer&#39;s affluent life collapses. But she finds a new beat to follow after meeting hip-hop dancer Mikael.","[""Dramas"",""Norwegian Movies"",""International Movies"",""Romantic Movies"",""Romantic Dramas"",""Teen Films"",""International Dramas""]","[""Charlott Madeleine Utzig"",""Fabian Svegaard Tapia"",""Karen-Lise Mynster"",""Katarina Launing"",""Lisa Teige"",""Stig R. Amdam"",""Vebjorn Enger"",""Vebjørn Enger""]","[""Maja Lunde""]"
2098,Crossroads: One Two Jaga,movie,"In Kuala Lumpur, an abused domestic worker tries to escape to Indonesia, while an idealistic cop insists on fighting corruption  -- at a heavy price.","[""Crime Dramas"",""Dramas"",""East Asian Movies"",""Social Issue Dramas"",""International Movies"",""International Dramas"",""Police Movies"",""Police Dramas"",""Malaysian Movies""]","[""Along Eyzendy"",""Amerul Affendi"",""Ario Bayu"",""Asmara Abigail"",""Chew Kin Wah"",""Iedil Putra"",""Nam Ron"",""Rosdeen Suboh"",""Timothy Castillo"",""Zahiril Adzim""]","[""Nam Ron"",""Namron""]"
2099,Power Paandi,movie,"Retired, restless and constantly butting heads with his son, a former stuntman escapes on a road trip that becomes a journey to find his first love.","[""International Movies"",""Dramas"",""Indian Movies"",""Tamil-Language Movies"",""International Dramas""]","[""Chaya Singh"",""Delhi Ganesh"",""Dhanush"",""Dheena"",""Divyadarshini"",""Madonna Sebastian"",""Prasanna"",""Rajkiran"",""Revathy"",""Vidyullekha Raman""]","[""Dhanush""]"
2100,Look for a Star,movie,"While keeping his identity secret, a real estate billionaire tries to woo an outspoken croupier who talks gamblers out of losing their money.","[""Romantic Comedies"",""Comedies"",""Romantic Movies"",""Chinese Movies"",""Asian Movies"",""Hong Kong Films"",""International Comedies""]","[""Andy Lau"",""David Chiang"",""Denise Ho"",""Dominic Lam"",""George Lam"",""Hanyu Zhang"",""Maria Cordero"",""Qi Shu"",""Rebecca Pan"",""Shu Qi"",""Tat-Ming Cheung"",""Xinyi Zhang"",""Zhang Hanyu""]","[""Cindy Tang"",""James Yuen"",""Koon-nam Lui""]"
